ronm,23.66,
jennifer,23.64,
rvera,23.64,
powiethepower,23.63,
danka93,23.58,
zman240,23.57,
steelcurt77,23.56,
butter,23.53,
jeff12,23.52,
tomvanson,23.47,
bigred1,23.46,
psychooh,23.43,
cavronie,23.43,
tbevans,23.41,
sami1713,23.39,
michaelh,23.36,
kenneth,23.36,
dyork778,23.35,
dwalker1172,23.33,
jwells,23.31,
ralphc,23.31,
goodwij7,23.3,
dartteese,23.3,
erickwok,23.22,
larryvaughn,23.2,
anna,23.19,
irish,23.15,
gaz66,23.15,
cats21464,23.14,
stirfry,23.11,
neal,23.09,
justlaugh,23.07,
jelway0799,23.07,
lamato,23.06,
kevin,23.05,
ryanlutz28,23.01,
hotrod24,23,
zdopey,22.99,
travis12,22.99,
wingfield,22.99,
usa1,22.96,
jimbodish3,22.96,
twinred,22.95,
aleksiejczyk,22.95,
bentshaft,22.89,
grantono53,22.88,
trainer6,22.87,
linky,22.84,
chelle666,22.81,
veek5,22.77,
adamr,22.74,
rlutz28,22.71,
scottyw12,22.69,
apple12345,22.66,
boltz,22.61,
bobo,22.61,
tash,22.6,
highman,22.6,
seankturner74,22.59,
busta808,22.59,
crash1031,22.58,
brightsmiles84,22.56,
mark,22.55,
charlesross,22.53,
smurphy,22.5,
kota94,22.5,
jsparrow02,22.48,
jbrown,22.48,
dave221,22.45,
changgi2,22.45,
michaelmayberry,22.4,
robertambs,22.4,
edwin33,22.39,
figgy,22.39,
rick,22.37,
matt,22.36,
mkurley,22.36,
kaosjoker,22.34,
trobertson,22.31,
saintsfan,22.31,
sstew1277,22.3,
cowboybob,22.26,
willieszabo,22.25,
jaybee,22.24,
pinoy8604,22.23,
paulpagtama,22.19,
osaru303,22.19,
kurse,22.19,
jmg1380,22.18,
yonez,22.17,
carolynne79,22.11,
mattrisoldi,22.1,
ktillah808,22.09,
xrateddarts,22.07,
kingkaio77,22.04,
crashdavis08,22.01,
billkinee,22,
quintmateen,21.93,
pochobuilt,21.9,
romans828,21.86,
cortez,21.84,
keg62283,21.84,
mspicer,21.83,
jakarai06,21.82,
douglass,21.81,
wmsfresh,21.81,
gwgardnerjr,21.77,
jasondodge,21.71,
kris922,21.71,
jeff6161,21.68,
isaac5,21.67,
davebyer,21.67,
janeleong,21.65,
hevy908,21.64,
jryanwong,21.64,
owosso,21.63,
jbugow,21.63,
hcedillo,21.62,
bryon7,21.6,
marc,21.6,
mz86,21.55,
theron,21.55,
toxic,21.54,
goree4259,21.54,
jlivensparger,21.51,
kimbavalentine,21.5,
dartdaughter,21.5,
buttonsmisty2012,21.5,
test01,21.5,
ashadowa,21.5,
teammurder,21.47,
timrussell,21.46,
nathantse,21.45,
braddahtom,21.44,
tomblake,21.43,
swetness,21.42,
ross,21.42,
gdart1,21.39,
m1dg2003,21.38,
edw1n,21.37,
teeisme,21.36,
phillarican,21.34,
wingman,21.34,
richieshephard,21.33,
dman,21.3,
gsilkey,21.29,
travish,21.29,
dked,21.26,
teleebes10,21.25,
drperformanceny,21.24,
hesbros,21.23,
ckelley,21.23,
dbotelho71,21.22,
ikaikab,21.21,
hase81m,21.17,
kate314,21.16,
gasman,21.15,
wigs90,21.12,
tonyz,21.11,
dartmaster56,21.11,
password,21.11,
nrck0814,21.06,
askum84,21.05,
kendalltisdale,21.05,
victoria,21.05,
pb03171965,21.05,
jlinko18,21.04,
shane,21.04,
henry,21.02,
hophead,21,
woodysouthwest,20.98,
kdub706,20.96,
larryv,20.95,
erock666,20.94,
albertmaerz,20.94,
cindy,20.94,
jeffreypaiz31,20.92,
bkelly,20.9,
shawnee,20.9,
m3151,20.87,
paulyboy,20.85,
spot819,20.84,
avdarts,20.82,
dilligaf,20.81,
mosdef8,20.8,
derekw,20.8,
fginder,20.78,
fry1488,20.77,
jesse,20.75,
skikuchi2,20.73,
james,20.72,
krystyna1,20.72,
jason0612,20.72,
gyver,20.71,
aguilera,20.69,
peanut01,20.66,
jmclean,20.64,
jbucket53,20.64,
docb,20.64,
usmcela,20.63,
ochoseis,20.62,
robert12,20.61,
wzv100,20.61,
fishgodz1,20.61,
dartbitch,20.6,
evoracer,20.59,
sheri,20.58,
dkane808,20.56,
addie2marie,20.55,
elwall,20.55,
creldredge,20.53,
st0307,20.53,
amberhuddleston,20.5,
dawnlewis,20.49,
toddbowen,20.45,
ttrips,20.44,
badassblunt420,20.43,
god0915,20.43,
djcp04,20.4,
ton8022,20.4,
daveward,20.37,
jsherwin85,20.36,
thurnis,20.35,
brian,20.35,
burnout420,20.35,
dj9999,20.34,
satu808,20.33,
ogysjules,20.32,
dannyhidalgo,20.29,
johnparsons,20.29,
los,20.29,
theshonzie13,20.28,
day10,20.27,
jgsquirt,20.27,
umbrellar3d,20.25,
diana,20.22,
stevo,20.2,
wallflower,20.2,
woozy,20.18,
rnich,20.14,
yanni,20.13,
milkmantim,20.13,
johnd,20.12,
tbowk2006,20.12,
rmdragonite,20.1,
tattedgod,20.08,
billklenske,20.06,
kelli722,20.06,
stevek,20.04,
mslusser,20.04,
lerowalker,20.03,
brad666,19.99,
hawkeye,19.95,
nicolemanning,19.93,
peekn01,19.92,
matt79,19.92,
kristens,19.91,
tobinblows,19.9,
vancil,19.88,
kevinkevo,19.82,
tigers,19.82,
angelakuhn,19.81,
katiwillis,19.81,
keithsielaff,19.81,
mikebrown,19.8,
drock,19.8,
dale,19.8,
dartroom,19.79,
amberbell319,19.78,
haybray54,19.77,
khackman,19.76,
lalkov,19.74,
tampatay2012,19.73,
azjeg,19.69,
minami15,19.69,
brandong,19.69,
boozer12,19.68,
nsiperly,19.64,
gina510,19.63,
kristi,19.61,
chrislaconecti,19.6,
jlopez,19.59,
jake279,19.56,
gabbychubby,19.56,
jkelley,19.54,
scottf,19.54,
rob0227,19.5,
ilovedarts4life,19.5,
warubozo,19.5,
jgarma808,19.49,
naonep,19.49,
highcountry1,19.49,
davidh,19.46,
jamies,19.45,
boomer808,19.45,
teresa,19.44,
shawn,19.44,
bobbylite,19.42,
springball2013,19.42,
garystratton,19.41,
dom123,19.41,
byungsil,19.4,
marci,19.38,
michellebriggs,19.33,
jason,19.32,
kiki,19.31,
bnjd1211,19.29,
mickihughes,19.27,
toolbox,19.26,
freddiex13,19.26,
hica5t3r,19.25,
mark12,19.24,
diggs5646,19.24,
cakemaker,19.23,
mcshaft,19.23,
matto,19.23,
ernie,19.23,
mrsvans2006,19.23,
cory0604,19.22,
hollister,19.22,
keola,19.19,
brian71d,19.17,
giggles,19.17,
superiordarts68,19.16,
valrog1999,19.16,
wushutiger,19.14,
kennelai2,19.12,
boostrich1,19.11,
tiim1007,19.08,
champs8008,19.07,
jrrepoman,19.06,
tommygun,19.06,
kaybrew23,19.01,
tank01,19.01,
jayperez,19.01,
mannaree09,19.01,
bobbymcngrace,19,
lmnop,19,
dabomb1,19,
danielacosta,18.97,
cherlee522,18.96,
badjoojoo,18.95,
florence69,18.94,
suzysmith8094,18.94,
yeddie,18.94,
nick,18.93,
sacrtc01,18.93,
ang1966,18.89,
sean,18.89,
rkythethird,18.88,
zelda,18.88,
martinc,18.86,
ashelyschultz,18.85,
therealjamece,18.84,
carla,18.81,
kate17182,18.8,
sebar003,18.79,
tonyhannon,18.77,
z97056,18.76,
skatepunk1,18.76,
tweetychic,18.76,
rberry78,18.75,
mparks,18.73,
tri808,18.72,
messina,18.72,
javoigt1,18.69,
pointwhore58,18.68,
mylinda,18.68,
arapahopi,18.68,
nicole,18.68,
chelsea0330,18.66,
evag,18.65,
ambrogis,18.63,
gmoney,18.62,
tiger1,18.59,
rstauter66,18.58,
barb3549,18.56,
swede1,18.56,
mikeberk29,18.56,
chandre,18.55,
mikeyb,18.55,
dawnn01,18.54,
txnguyen,18.53,
patrita,18.53,
austin9,18.52,
alohag94,18.51,
borda,18.49,
kimg,18.48,
ablank,18.48,
bossdave11,18.45,
juliosr,18.42,
tadc,18.4,
megganleigh,18.4,
jfmjr,18.4,
danieldgt7,18.39,
c1134,18.38,
lisaxleon,18.35,
carolbarrow,18.34,
washerman,18.33,
darla,18.31,
bfiorani,18.31,
lauressa1,18.31,
bktakao6,18.31,
brett,18.3,
haleyalexander,18.29,
dlmoore1229,18.27,
cronickiller,18.26,
microtails2,18.25,
petee,18.25,
tguthrie630,18.2,
homer13,18.19,
bez32,18.17,
mrmike,18.17,
kevinb,18.17,
jr22,18.13,
dart5th,18.13,
skylar76,18.12,
hoofarted,18.12,
shinjo1,18.11,
thutchinson,18.11,
filsis,18.08,
aaron200377,18.08,
rbarragan01,18.07,
ohgetoverit,18.07,
coreyarhart,18.05,
d000420,18.05,
gk9916,18.05,
hank,18.04,
caine,18.04,
rinoe,18.03,
blizz808,18.02,
hizzi38,18.02,
asufan94,18.01,
mikeylikedit,18.01,
jimrobinson,18,
goose,17.99,
rapper0913,17.99,
josedlc,17.96,
snape,17.95,
bbdarts,17.92,
beerme12pk,17.91,
mxracer249,17.88,
tmfj,17.88,
honeygrl88,17.88,
rachelh423,17.86,
robert,17.86,
jello33,17.85,
jamesdet,17.83,
flipmaster,17.83,
megzy07,17.8,
wade,17.79,
matthews28,17.79,
brittany14,17.78,
mwyma2002,17.75,
dmatthews,17.72,
majinbuu808,17.71,
bcap4800,17.7,
madwrenches,17.69,
phxcaps,17.68,
paulcz,17.68,
gina,17.66,
nutz,17.66,
violet,17.65,
bjamin18,17.65,
phoenixlily,17.64,
epicdave,17.63,
brandy12,17.63,
hjtyler,17.61,
cscheg8311,17.6,
tjohnson,17.59,
ruben12,17.59,
hwanta,17.58,
gspot,17.57,
redhoney,17.54,
skunishima,17.53,
m1014,17.51,
arthuperez,17.48,
rickybobby,17.47,
chris,17.45,
skullmonkey,17.45,
kaitehild,17.44,
james7291,17.43,
julio1,17.42,
djroskull1,17.4,
walks,17.38,
mdaley,17.36,
wiggle1,17.34,
chromedog069,17.33,
mike12,17.33,
rome62,17.32,
christa14,17.31,
exactice,17.29,
ronint80,17.28,
marmish,17.27,
beckynickie,17.26,
karibk,17.24,
devin,17.23,
shaas,17.23,
allknightlong1,17.22,
gabs8842,17.2,
chrissy1215,17.2,
gorilla92,17.19,
sanderella,17.17,
michele618,17.17,
jrebolledo,17.16,
valwolff83,17.16,
peterali,17.15,
drifter808,17.15,
bwakino,17.14,
caster100,17.14,
karenli8684,17.14,
rky3,17.12,
anyorgen,17.12,
cbell,17.11,
darts,17.11,
vincent,17.11,
jenng24,17.08,
majorfazer10,17.07,
mas1113,17.07,
sflicinski,17.07,
devinpreston,17.06,
eddygrey,17.05,
butthead1,17.04,
howeta,17.04,
tammyworrell,17.03,
morawetz,17.03,
john,17.01,
jimgrier,17,
cricket5134,16.99,
az691515,16.98,
randymcnown,16.98,
hannoncannon,16.97,
petermary,16.95,
zroberts,16.95,
axb0350,16.94,
bman77420,16.93,
mannaree,16.93,
rogern,16.93,
skinman923,16.91,
matt12,16.91,
kroberts798,16.88,
vr666,16.87,
joanne,16.87,
jazzygirl,16.86,
lils,16.85,
fnherrera12,16.8,
jthom195,16.77,
boltz2,16.75,
docb1972,16.75,
stalker,16.73,
ciawsum,16.72,
jeremyl,16.71,
adunn2004,16.7,
jmatthews,16.7,
phantomace88,16.69,
shan,16.68,
tracey226,16.67,
ajax,16.66,
,16.66,
marian,16.65,
dennymiller38,16.65,
awright,16.6,
lorilarson,16.59,
eric00af,16.58,
dee12,16.56,
isaa,16.56,
jdbarba104,16.54,
jessew,16.52,
mikev,16.5,
preston215,16.47,
gmark808,16.45,
destanieward,16.44,
negler0213,16.43,
apache928,16.41,
raptor1,16.41,
crystal,16.4,
ballsack,16.4,
matttheman,16.38,
tachitachi,16.37,
jethridge70,16.35,
setinstoneaz,16.35,
brownie,16.33,
chrisparsons,16.33,
stu@dartoo.us,16.33,
rickholg,16.31,
joeb,16.29,
jadiebabe21,16.28,
johndani01,16.28,
raiders1,16.27,
donna12,16.26,
msmusic89,16.24,
jlophx,16.23,
hayleysaint,16.22,
bjaeger87,16.22,
danagardner,16.22,
kcdia2468,16.19,
paulie,16.19,
lynelle,16.18,
snake31237,16.18,
twalker,16.18,
cari,16.17,
kid25,16.15,
broxbombers,16.15,
becky,16.15,
lisalongoria,16.14,
jerrys,16.14,
jeffie,16.14,
psharp,16.14,
russell,16.13,
glazdave,16.12,
deblyons,16.08,
driverbob,16.07,
podnar,16.06,
yooper,16.05,
jeffrey,16.05,
rody1,16.01,
sueanns,16,
lynda,16,
squidman,16,
ckiser14,15.99,
devyn12,15.99,
lovinghop,15.97,
flyers506,15.97,
jmac220,15.95,
pdcbta5,15.88,
beatricebush,15.87,
rainman45,15.87,
dar324,15.87,
icewhit,15.86,
tinaleen0955,15.85,
tumi01,15.84,
debbieboren,15.83,
ccardona2411,15.83,
julz,15.82,
tkinsel60,15.81,
twood5,15.78,
deven,15.78,
beff,15.76,
bassandsnare,15.75,
gjohnson,15.75,
dcmarcus,15.75,
clandis1,15.73,
wayne,15.73,
bigbeardan,15.71,
greensgreen,15.71,
jmkingpin,15.7,
labelwise,15.68,
thedewman,15.68,
path,15.67,
rusty,15.67,
philip12,15.67,
wburcham,15.66,
jap0421,15.65,
juanita123,15.65,
jdmnate,15.63,
tiffanyparker,15.63,
xginealachbb,15.62,
kyle623,15.6,
po28,15.6,
dizziboi,15.59,
rainizzle,15.59,
jadeemm,15.58,
rmichiue,15.57,
trxtr75,15.57,
bboiraven,15.56,
cmbarnett04,15.56,
thelmahughes,15.55,
acolon,15.55,
biancamarie,15.55,
thekeg,15.55,
honey,15.52,
frailey,19.9,
zachident,15.51,
godshall,15.51,
brownie1015,15.49,
jimluft,15.48,
allierenfrow,15.47,
willhills,15.46,
andib,15.44,
joecarroll,15.43,
dshouseman,15.42,
monicab1110,15.42,
nabox64,15.42,
teampile,15.41,
msgalactus,15.39,
randyshaw1,15.35,
kbkurmis,15.34,
girlsswimtaxi,15.33,
chris1123,15.32,
kinger,15.32,
rsipler,15.32,
pocketrocket,15.31,
wwilk1989,15.28,
rsh25,15.27,
canoetee,15.26,
cheryl,15.26,
kfletch,15.25,
gracie,15.24,
brandi,15.24,
klass,15.23,
bjkelly,15.22,
memphis1367,15.22,
johan,15.22,
scofflow,15.2,
gravy1,15.19,
creed84,15.15,
jjl6942,15.15,
sheiladill,15.13,
rookie,15.09,
jdmasfuk,15.09,
mrober1,15.06,
jamie1,15.05,
jword9682,15.05,
simonegenne,15.04,
herbys,15.04,
selina,15.03,
ucab000,15.03,
alwayshi,14.99,
betty12,14.98,
bbc291,14.96,
ruben,14.96,
gbates,14.95,
jenmangin1234,14.94,
taraw,14.94,
anniew,14.94,
money123,14.93,
michellew,14.9,
dwood,14.9,
comfy36,14.87,
hawaiianboi,14.86,
p1nga,14.86,
tytaylor,14.84,
kanoelani18,14.83,
roxy,14.83,
charger1,14.82,
boxologist,14.82,
aloha610,14.8,
lohiost69,14.79,
devildoll,14.77,
kraanyg,14.77,
missi,14.75,
fbibyrd,14.73,
dkidd2004,14.68,
foxracing1913,14.64,
arizonakid,14.64,
catbabie,14.63,
trina,14.63,
mama1954,14.62,
aturtle1968,14.62,
cathy,14.59,
indyzander,14.58,
postman06,14.56,
k69t,14.56,
billc,14.55,
nacontijr,14.55,
laurenmannion,14.53,
itzmik3,14.53,
higa20,14.53,
syberia2613,14.51,
brian404040,14.51,
atenveldt2012,14.5,
lestermbaps68,14.46,
fernelson1,14.46,
kellymarie,14.43,
dwootang9,14.43,
hvyfuel,14.4,
inch02,14.38,
tunny1971,14.38,
g0rillamitts,14.38,
vicki,14.35,
hydrocarbon22,14.33,
ninjajon627,14.33,
mmd8789,14.33,
kaleymorris,14.32,
jodene,14.31,
heathc,14.3,
tinad,14.3,
bnj5860,14.3,
jrock410,14.29,
sammonji,14.29,
chriszimmerman,14.28,
rroogg,14.28,
brandeezy,14.27,
nancymendoza,14.26,
mjohnson,14.26,
shooters,14.25,
jmp41484,14.24,
rocco13247,14.24,
msnyder76,14.23,
dweikel,14.22,
dsully,14.22,
dart9,14.21,
seanarenas,14.2,
tree02,14.19,
liz12,14.17,
georgemiller,14.17,
tdavis54,14.17,
pennys03,14.15,
knobl972,14.14,
jennay112,14.13,
sdbwls3,14.1,
clo1234,14.06,
krisyaklin,14.04,
gloriav,14.02,
susanabe,14.02,
romco,14.02,
godsgiff,14.01,
kaimiloa68,14.01,
bigbeargirl,14.01,
mary,14.01,
johnnybravo,13.96,
robin,13.96,
mangum747,13.96,
leo777,13.95,
niknak,13.94,
heatherann,13.91,
jim,13.87,
stef2001,13.85,
bluedrag000,13.83,
kenny,13.82,
chief2,13.81,
debra,13.79,
jerseygirl,13.76,
hawkp0ny,13.76,
carolle13,13.75,
malate40,13.72,
j0hnny8laze,13.71,
angelshover,13.7,
sunspotjoez,13.69,
sanro1,13.64,
colette,13.62,
mauricefitz,13.62,
saint4life5,13.6,
stephanieml7,13.59,
sheldon11,13.58,
swalk006,13.57,
pointwhore52,13.57,
rachel89,13.55,
jennifere,13.54,
nctrnln32,13.52,
toosh84,13.51,
sully19,13.5,
bigstuff97,13.45,
jdl66fla,13.44,
becky16,13.42,
jamie,13.41,
jeanette,13.4,
lantus2014,13.38,
xpduffman,13.38,
usbs,13.32,
ncastaneda,13.32,
zman,13.31,
dan12,13.3,
delta116n,13.29,
tristanfelicano,13.23,
afy1990,13.23,
conner,13.18,
markbarnes,13.17,
bigmommadaggett07,13.16,
billpenn,13.16,
jstrobel123,13.16,
hannahgold,13.15,
chrisforsberg,13.14,
apple1234,13.12,
senyorbuba,13.06,
jesselawson02,13.04,
mikeevalle,13.03,
tommy1025,13.03,
jfiggy,13.02,
dart8,13.02,
ryday8,13.01,
karissagold,12.98,
ryanv,12.98,
protodope,12.94,
tylerfly0213,12.93,
katielee,12.92,
jacool,12.91,
teresa12,12.89,
mypenride,12.89,
dart7,12.81,
littlec1971,12.81,
suzie2013,12.8,
capozzi,12.77,
j2232001,12.74,
matthewawolfe,12.72,
wski0000,12.7,
kimbree,12.67,
tish0716,12.61,
nanette,12.6,
weaksauce808,12.57,
dez,12.55,
babyq,12.53,
ashwood428,12.52,
jeremybingaman,12.5,
dylan,12.41,
dart11,12.41,
tinaz,12.39,
dragonsky,12.38,
crazybitch,12.37,
cqangie1976,12.37,
brewster06,12.35,
lreilly,12.25,
dspangler44,12.24,
jfi1et,12.19,
dart12,12.16,
jhiggins,12.15,
meganevon,12.15,
cdmark1970,12.13,
jsmith1199,12.12,
triciadarts,12.11,
annecraddock,12.09,
tyork1968,12.08,
darkdart,12.07,
coach,12.05,
jenandjuice,12.05,
aaronm,12.02,
ykm303,12.02,
basketball,11.9,
dart2,11.79,
megangentry,11.74,
